FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11747,2,1,0,92,196.030411,10.964064,0.018176,11.621471,0.639232,0.875000,0.000000,1.845100,0.208800,0.013600,0.741800,-25.396124,-4.963923,-2.296423,7.487488,10.064288,7.513388
11748,2,1,0,92,196.052744,2.787488,0.018560,3.479680,0.673632,0.978000,0.000000,2.746500,0.200200,0.025700,0.695200,-24.505922,-4.964222,-3.040023,7.487489,10.047090,7.515089
11749,2,1,0,92,196.075096,11.088224,0.019328,11.745920,0.638368,0.992700,0.000000,1.980200,0.220000,0.013600,0.850500,-25.295424,-4.964522,-2.711323,7.497489,10.059489,7.523489
11750,2,1,0,92,196.097457,10.840736,0.018208,11.497696,0.638752,0.947400,0.000000,2.338000,0.257200,0.026700,0.711200,-24.946623,-4.965323,-2.755823,7.498289,9.975789,7.525489
11751,2,1,0,92,196.119768,8.486592,0.019168,9.146112,0.640352,1.043000,0.000000,2.256900,0.192100,0.015600,0.758200,-24.972624,-4.964722,-2.968523,7.498288,9.993588,7.528789
11752,2,1,0,92,196.142117,5.546080,0.018016,6.239552,0.675456,0.983300,0.000000,2.032800,0.209200,0.014900,0.702700,-25.222122,-4.838823,-2.606723,7.521988,9.953488,7.550888
11753,2,1,0,92,196.164455,11.289792,0.017728,11.946815,0.639296,0.930700,0.000000,2.304800,0.227100,0.014000,0.628400,-24.816822,-4.734723,-2.841723,7.522889,10.223089,7.546489
11754,2,1,0,92,196.186792,2.919360,0.018432,3.578112,0.640320,0.921800,0.000000,1.933700,0.206300,0.025900,0.725600,-25.084423,-4.621623,-2.707223,7.530089,10.046788,7.561089
11755,2,1,0,92,196.209160,6.193216,0.018816,6.854912,0.642880,0.890100,0.000000,1.973300,0.179400,0.014900,0.740900,-24.965923,-4.506023,-2.522123,7.549488,10.013188,7.576188
11756,2,1,0,92,196.231478,12.311264,0.018944,12.971680,0.641472,0.996300,0.000000,2.022600,0.281700,0.016200,1.019700,-24.742222,-4.393322,-1.125922,7.551989,10.236689,7.580289
11757,2,1,0,92,196.253833,3.456192,0.018944,4.114304,0.639168,0.958700,0.000000,3.357400,0.248800,0.038100,0.598600,-23.332422,-4.450223,-2.722523,7.550788,10.059689,7.580189
